Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk
62,female,3,own,moderate,nan,15963,10,domestic appliances,good
21,male,1,own,rich,moderate,9225,43,education,good
43,male,2,own,little,little,4021,22,car,good
44,male,1,rent,rich,little,7208,14,education,good
63,female,2,own,moderate,moderate,13064,55,radio/TV,good
71,male,1,rent,little,little,6897,15,radio/TV,good
60,male,1,own,moderate,little,13745,65,furniture,good
44,male,2,own,little,moderate,8329,26,car,good
59,female,1,own,little,little,18810,43,car,bad
68,female,1,own,rich,little,14226,53,education,bad
67,female,0,rent,moderate,rich,15929,67,furniture,bad
23,female,1,rent,little,little,13141,22,car,bad
32,female,1,own,nan,little,17577,21,radio/TV,good
70,male,0,own,little,little,9533,30,business,bad
47,female,1,own,little,little,11783,47,radio/TV,bad
59,female,1,rent,little,rich,1993,61,business,good
54,male,1,own,little,rich,4232,65,furniture,good
54,female,1,rent,little,moderate,1930,53,education,good
59,male,1,own,rich,rich,16725,56,radio/TV,good
54,female,3,rent,nan,little,4269,64,car,good
52,male,1,rent,rich,little,6019,53,education,good
40,male,3,own,moderate,little,9960,57,business,good
23,female,2,rent,quite rich,moderate,8880,45,education,good
21,female,3,rent,moderate,little,7024,62,furniture,bad
35,male,2,rent,moderate,rich,5566,11,radio/TV,good
26,male,2,own,moderate,little,7631,17,furniture,good
66,male,1,own,nan,little,9572,16,car,good
46,male,1,rent,little,rich,9070,47,car,good
30,male,1,rent,little,little,19650,46,car,bad
64,male,3,rent,little,nan,7325,21,repairs,good
69,male,3,own,moderate,moderate,3330,39,radio/TV,good
34,female,2,own,moderate,little,4487,34,furniture,good
62,male,2,free,moderate,rich,12297,7,radio/TV,good
49,female,3,own,little,rich,4002,42,car,good
65,female,1,free,moderate,little,16316,58,car,bad
39,male,2,own,moderate,little,11607,22,car,good
21,male,1,own,moderate,little,17557,71,business,bad
22,female,1,own,rich,little,9807,68,vacation/others,good
54,male,0,free,little,moderate,14873,43,car,bad
58,male,1,rent,little,little,8109,33,radio/TV,good
66,female,2,rent,little,little,14483,31,car,bad
30,female,1,own,little,rich,15512,52,domestic appliances,good
51,female,2,own,little,nan,1805,44,car,good
62,male,1,rent,little,little,14413,52,radio/TV,bad
39,male,0,own,moderate,little,5310,32,radio/TV,good
70,female,2,rent,little,little,6069,4,radio/TV,bad
40,male,2,rent,rich,rich,2267,34,car,good
68,female,1,own,little,moderate,5975,30,education,good
20,male,1,rent,little,little,2054,38,domestic appliances,bad
59,female,1,rent,little,little,16256,11,car,good
51,male,3,free,nan,little,9111,43,education,good
49,female,2,own,moderate,little,15096,61,business,good
62,male,0,rent,moderate,little,6158,9,car,good
68,male,1,own,little,moderate,17433,18,vacation/others,bad
66,female,2,own,quite rich,little,16766,24,car,good
38,male,2,own,moderate,rich,6742,40,furniture,good
63,male,2,own,little,little,17701,57,radio/TV,bad
61,female,1,own,moderate,little,17935,32,business,good
38,male,2,own,little,moderate,10659,61,radio/TV,bad
61,male,2,rent,little,little,1489,22,radio/TV,good
28,male,2,own,quite rich,little,16750,37,radio/TV,bad
56,female,1,own,nan,little,11751,61,business,good
21,female,2,own,moderate,little,8173,16,radio/TV,good
68,female,2,own,little,little,2224,7,car,good
18,female,2,own,little,moderate,19115,14,radio/TV,bad
45,female,1,own,nan,rich,7357,53,car,good
41,male,0,rent,little,moderate,858,24,furniture,good
52,male,1,rent,quite rich,moderate,17163,63,domestic appliances,good
30,female,1,own,moderate,rich,7528,24,car,good
64,male,1,own,moderate,rich,2126,46,furniture,good
51,male,1,own,little,little,16186,48,radio/TV,bad
28,male,1,own,little,moderate,18292,45,domestic appliances,bad
53,male,2,own,moderate,little,12775,29,business,good
68,female,0,rent,nan,moderate,17042,34,furniture,bad
34,female,1,own,little,little,9752,52,radio/TV,good
52,male,2,rent,moderate,little,14541,71,business,bad
35,male,1,own,moderate,little,467,6,domestic appliances,good
57,female,1,own,moderate,moderate,15831,42,radio/TV,good
39,male,1,rent,moderate,moderate,14930,51,car,good
74,male,1,own,moderate,moderate,19165,24,radio/TV,good
41,male,0,own,rich,little,4458,21,repairs,good
36,female,1,own,little,nan,7869,38,radio/TV,good
54,female,3,own,rich,little,14804,35,business,good
56,male,1,own,moderate,rich,5439,58,car,good
38,male,0,own,moderate,rich,9466,14,radio/TV,good
25,male,2,own,little,little,6492,61,radio/TV,bad
45,male,1,rent,moderate,little,11088,41,radio/TV,good
22,male,0,own,little,little,14153,49,education,bad
34,male,2,own,little,nan,16948,23,domestic appliances,good
54,female,0,own,little,nan,475,29,repairs,good
53,female,3,free,rich,little,8920,14,car,good
71,male,1,rent,moderate,little,10157,69,radio/TV,bad
36,female,2,free,quite rich,little,6636,40,furniture,good
44,male,1,own,moderate,little,8529,9,furniture,good
70,male,1,own,rich,nan,5328,57,radio/TV,good
51,female,2,rent,rich,nan,17113,50,business,good
28,female,3,own,little,little,16942,50,repairs,bad
71,male,2,own,little,little,7048,29,radio/TV,good
62,male,2,own,moderate,moderate,17173,28,vacation/others,good
64,female,3,own,little,little,14029,39,radio/TV,bad
29,female,1,rent,nan,nan,16723,24,business,good
71,male,0,own,little,rich,16307,61,car,bad
38,male,0,own,moderate,little,13547,46,car,bad
71,male,2,free,quite rich,little,18994,26,car,good
28,female,2,own,little,nan,798,68,domestic appliances,good
56,male,2,own,little,moderate,251,62,car,good
45,female,3,free,little,little,17691,64,radio/TV,bad
22,male,2,own,moderate,little,13875,67,radio/TV,bad
34,female,1,rent,little,little,10715,36,business,bad
73,female,0,own,quite rich,little,8002,51,furniture,bad
37,female,3,rent,moderate,little,11374,42,furniture,good
58,female,0,free,moderate,moderate,5876,15,furniture,good
63,male,1,own,little,moderate,18795,14,car,good
29,female,1,own,little,rich,10007,51,car,good
23,female,1,own,moderate,little,17228,11,car,bad
34,female,2,own,little,little,6872,54,car,bad
68,male,1,rent,quite rich,moderate,11209,11,business,good
36,male,3,own,little,little,14900,71,radio/TV,bad
43,male,1,own,moderate,rich,12211,39,radio/TV,good
65,male,2,rent,moderate,moderate,6257,33,education,good
61,male,2,own,moderate,little,14660,15,furniture,good
61,male,2,rent,nan,little,7766,32,education,good
69,female,3,own,little,rich,7075,6,car,good
49,female,1,own,rich,little,12369,65,business,good
23,female,0,own,little,nan,6732,14,radio/TV,bad
72,male,0,free,little,moderate,16686,62,business,bad
53,female,2,own,little,rich,16543,45,car,bad
55,female,3,own,moderate,nan,16890,9,business,good
28,male,1,own,moderate,little,8005,58,car,good
50,female,2,rent,moderate,moderate,2343,9,education,good
41,male,0,own,quite rich,little,19530,24,car,bad
40,female,0,rent,rich,moderate,2925,47,car,good
32,male,2,own,quite rich,little,2298,51,car,good
44,male,0,own,little,nan,2374,39,furniture,bad
28,male,1,own,little,nan,19583,48,car,good
74,female,2,own,little,moderate,7234,6,car,good
68,female,2,free,little,little,18299,62,vacation/others,bad
67,male,1,own,little,rich,6468,15,car,good
34,male,2,rent,little,moderate,12373,22,car,good
68,female,1,own,nan,moderate,15429,26,car,good
70,female,0,rent,quite rich,little,3148,8,furniture,bad
31,male,2,own,rich,little,16119,54,car,bad
44,female,0,free,nan,moderate,16277,22,business,good
35,female,0,own,moderate,little,14041,15,repairs,bad
45,female,1,rent,little,moderate,9773,60,radio/TV,good
68,male,2,own,quite rich,little,6086,40,radio/TV,good
64,male,0,own,little,nan,19437,37,vacation/others,bad
64,female,0,own,little,rich,15184,66,domestic appliances,bad
21,male,0,rent,little,little,13149,7,furniture,bad
24,female,1,own,little,little,1495,57,business,bad
62,female,1,rent,quite rich,moderate,18959,57,car,good
52,male,0,own,rich,little,2615,9,car,good
65,male,2,free,little,little,19772,10,car,bad
26,male,2,rent,little,moderate,11394,37,radio/TV,good
25,female,2,own,little,nan,8584,71,radio/TV,good
69,female,1,own,moderate,little,7511,18,car,good
62,male,1,own,little,little,19902,16,domestic appliances,bad
34,male,1,own,nan,moderate,16175,40,radio/TV,good
34,male,1,own,little,rich,12002,41,furniture,bad
66,female,0,rent,nan,little,7030,34,radio/TV,bad
50,female,2,rent,little,moderate,12232,69,car,bad
49,female,1,own,moderate,little,14566,63,domestic appliances,bad
25,male,1,own,little,rich,13230,16,car,good
36,male,1,own,moderate,moderate,17420,24,car,good
55,female,0,own,little,little,6555,47,furniture,bad
20,male,3,own,rich,rich,715,31,car,good
22,male,0,rent,little,moderate,10961,60,furniture,bad
30,male,2,free,moderate,rich,390,4,business,good
64,male,1,own,little,little,8052,13,radio/TV,good
63,female,2,own,little,moderate,18361,11,repairs,good
48,male,1,own,little,little,12081,66,vacation/others,bad
72,female,3,free,nan,rich,2241,70,vacation/others,good
33,female,1,own,little,moderate,9251,70,car,good
67,male,1,own,little,rich,3131,30,domestic appliances,good
49,female,0,rent,little,little,17336,21,car,bad
39,female,1,own,moderate,little,2331,38,radio/TV,good
46,male,1,own,little,moderate,10774,47,domestic appliances,good
39,female,2,own,rich,little,9872,11,car,good
60,female,1,rent,moderate,little,5405,49,car,good
20,female,0,own,moderate,nan,11887,46,education,bad
71,female,2,free,little,little,514,49,furniture,bad
27,female,1,free,moderate,little,9294,43,education,good
59,female,0,rent,little,nan,18397,59,car,bad
38,female,3,own,little,little,15120,30,vacation/others,good
33,female,3,rent,little,little,14654,23,radio/TV,bad
29,male,2,own,quite rich,rich,15875,60,domestic appliances,good
19,male,2,own,little,nan,19401,15,education,bad
58,male,0,own,little,moderate,1197,26,vacation/others,good
41,female,3,rent,moderate,rich,12154,15,radio/TV,good
52,female,1,rent,little,little,4031,47,furniture,bad
73,female,0,free,moderate,little,3596,42,radio/TV,bad
47,male,2,rent,moderate,moderate,13589,45,vacation/others,good
74,male,1,rent,little,rich,14405,51,business,bad
47,male,1,rent,little,moderate,16586,70,radio/TV,bad
64,female,0,free,little,moderate,18444,38,business,bad
52,male,1,own,moderate,rich,19346,40,education,good
36,male,1,own,nan,moderate,12034,43,repairs,good
67,female,1,own,little,nan,7129,19,furniture,good
25,male,0,own,moderate,moderate,4785,51,car,good
43,female,1,rent,moderate,little,19743,21,car,good
66,male,1,free,quite rich,little,14344,21,business,good
57,female,1,free,quite rich,rich,2727,17,education,good
24,female,3,own,little,moderate,17014,45,education,bad
47,female,1,own,little,rich,9969,5,education,good
24,female,2,own,rich,rich,14133,56,radio/TV,bad
20,female,0,own,moderate,moderate,2871,63,car,good
18,male,1,own,little,nan,3831,38,business,good
53,female,0,rent,little,moderate,5912,67,car,bad
42,female,1,own,little,little,19735,36,vacation/others,good
54,female,0,own,rich,moderate,2455,44,car,good
18,female,1,own,moderate,little,11674,66,car,bad
32,male,1,own,moderate,moderate,3689,7,furniture,good
54,female,1,rent,little,rich,1632,24,furniture,good
30,male,2,rent,little,rich,13087,7,vacation/others,good
57,female,3,own,little,moderate,19405,59,furniture,good
25,female,1,rent,moderate,rich,5772,7,car,good
22,male,2,own,little,little,7042,7,vacation/others,bad
26,male,2,rent,little,moderate,383,6,business,good
18,male,1,own,little,rich,5046,58,vacation/others,bad
53,female,2,rent,quite rich,little,12490,35,furniture,good
52,male,3,own,little,little,6046,61,car,good
19,female,1,rent,moderate,rich,9717,70,furniture,good
57,male,2,rent,rich,little,12743,37,car,bad
40,male,2,own,little,nan,8949,66,car,good
26,female,1,free,little,little,779,13,repairs,good
51,male,1,own,rich,moderate,2488,35,vacation/others,good
63,male,3,rent,moderate,moderate,655,8,vacation/others,good
31,female,2,own,quite rich,little,4433,32,furniture,good
21,female,0,rent,little,rich,4952,10,car,good
47,female,0,rent,nan,moderate,5802,18,car,good
48,male,3,own,little,little,4619,5,furniture,good
55,male,0,own,nan,rich,8502,13,radio/TV,good
28,male,2,own,nan,moderate,8523,14,education,good
52,male,1,rent,moderate,rich,13639,56,radio/TV,good
25,male,0,free,moderate,nan,4029,59,business,good
20,female,0,own,quite rich,little,4224,43,repairs,bad
31,male,1,own,little,moderate,15469,61,domestic appliances,bad
30,female,0,rent,moderate,rich,11161,71,furniture,bad
62,male,1,own,nan,rich,3360,30,vacation/others,good
49,female,2,free,little,little,14142,6,repairs,bad
51,male,1,own,nan,rich,19968,42,furniture,good
62,male,2,own,quite rich,moderate,1271,25,furniture,good
36,female,1,rent,quite rich,little,10885,64,car,good
55,male,1,own,little,little,11792,41,repairs,bad
33,female,1,rent,little,little,18514,19,car,bad
19,male,1,own,nan,rich,3256,20,radio/TV,good
57,male,3,own,little,little,6727,64,education,good
34,female,2,rent,moderate,rich,1465,47,domestic appliances,good
72,male,1,own,quite rich,little,16954,47,radio/TV,bad
51,female,2,own,little,little,12879,44,education,bad
59,male,1,free,moderate,nan,17685,58,education,good
33,male,0,free,little,little,3635,6,car,bad
55,male,1,free,moderate,moderate,3431,16,repairs,good
19,male,2,free,little,little,4978,54,furniture,bad
19,male,1,own,moderate,little,15078,57,car,bad
43,male,2,own,rich,little,12089,21,radio/TV,good
30,male,1,own,little,rich,1788,43,education,good
73,female,1,rent,moderate,little,6663,13,business,good
64,male,3,rent,moderate,rich,13536,44,education,good
48,male,1,rent,little,moderate,6528,47,furniture,good
51,male,2,free,moderate,little,11001,11,education,good
56,female,2,own,rich,rich,2698,39,furniture,good
20,female,3,own,nan,little,1768,59,vacation/others,good
25,male,0,own,little,nan,5452,17,vacation/others,good
40,male,1,own,quite rich,rich,18376,32,car,good
31,male,2,own,moderate,little,1581,10,radio/TV,good
73,female,1,own,nan,little,11110,45,radio/TV,bad
72,male,1,rent,little,little,9491,33,radio/TV,good
44,female,0,own,rich,moderate,2464,50,furniture,good
71,male,1,rent,nan,moderate,9126,37,radio/TV,good
46,female,1,own,nan,nan,17094,65,radio/TV,good
56,female,1,free,moderate,little,15760,19,furniture,good
70,male,1,rent,little,moderate,9505,32,furniture,good
56,male,0,free,moderate,moderate,13337,18,radio/TV,good
18,male,0,own,little,moderate,4190,54,furniture,bad
34,male,2,own,moderate,little,3914,59,vacation/others,good
58,male,2,own,moderate,little,13901,45,furniture,good
47,male,0,own,little,little,18855,23,car,bad
70,male,1,own,little,little,19802,50,furniture,bad
30,female,1,own,little,little,8608,67,education,good
38,male,1,own,little,moderate,6591,5,furniture,good
36,male,2,free,moderate,little,6833,35,car,good
70,female,2,own,little,rich,808,57,radio/TV,good
36,male,2,free,rich,little,18187,45,furniture,good
74,male,1,own,moderate,moderate,4859,33,repairs,good
42,male,1,own,quite rich,moderate,5551,12,car,good
39,male,2,own,little,little,15441,22,furniture,good
48,female,0,rent,rich,little,2711,9,furniture,good
34,female,0,rent,nan,little,2788,61,car,bad
72,male,0,rent,little,moderate,3840,4,radio/TV,bad
40,male,1,own,little,rich,16328,16,radio/TV,good
49,female,1,own,moderate,nan,14130,9,car,good
27,male,0,own,moderate,little,10740,32,education,bad
27,female,2,own,little,nan,2006,69,furniture,good
53,female,3,free,nan,moderate,7146,34,repairs,good
25,female,0,free,moderate,little,19365,44,education,bad
71,male,1,own,quite rich,little,8422,42,radio/TV,good
69,male,0,rent,little,little,2198,60,vacation/others,bad
37,male,3,own,little,moderate,16467,31,education,good
49,female,1,own,little,nan,12573,34,business,good
67,male,2,own,little,little,618,16,vacation/others,good
31,male,1,own,nan,little,16524,54,domestic appliances,good
67,female,2,rent,moderate,little,1208,68,car,good
45,male,1,own,rich,little,13191,48,car,good
63,male,1,free,nan,rich,7521,56,radio/TV,good
69,male,0,own,little,little,4585,60,car,bad
70,female,1,own,little,little,2665,29,radio/TV,good
41,male,2,own,nan,nan,7708,19,radio/TV,good
32,female,2,rent,moderate,little,14734,15,radio/TV,good
39,female,1,rent,moderate,little,12938,19,business,good
47,female,3,rent,moderate,moderate,10128,57,radio/TV,good
21,male,1,own,rich,moderate,6166,55,domestic appliances,good
30,male,3,own,moderate,rich,6200,27,business,good
40,male,0,own,rich,moderate,9919,61,radio/TV,good
25,female,3,own,nan,little,4570,42,radio/TV,good
35,female,0,rent,moderate,little,19318,4,car,bad
29,male,1,own,moderate,rich,2281,64,business,good
72,female,1,own,little,little,13145,51,business,bad
48,male,1,own,little,nan,19530,65,radio/TV,bad
31,male,1,own,moderate,little,1149,7,car,good
51,male,1,rent,little,rich,6296,55,business,good
35,male,3,rent,nan,rich,7311,49,business,good
73,male,3,rent,moderate,little,17044,20,radio/TV,good
51,male,3,rent,nan,little,14670,33,education,good
28,male,3,own,little,moderate,17115,52,business,good
58,female,2,rent,nan,moderate,7760,54,car,good
29,male,3,own,moderate,moderate,8421,36,car,good
66,female,2,rent,rich,little,521,61,education,good
32,female,1,rent,little,moderate,10495,42,radio/TV,bad
74,male,2,rent,moderate,little,3785,40,radio/TV,good
48,female,3,own,moderate,little,14599,18,vacation/others,good
66,female,2,free,little,little,3324,64,business,bad
46,female,1,rent,little,little,10202,13,car,bad
43,male,0,rent,nan,nan,8429,23,furniture,good
35,male,2,own,little,little,13024,12,business,good
49,male,3,own,little,little,17430,23,car,bad
39,male,1,own,little,moderate,8416,67,furniture,good
55,male,0,own,nan,little,7805,10,furniture,good
34,female,1,own,moderate,rich,19168,67,furniture,good
40,female,1,rent,little,little,17825,51,car,bad
41,male,1,own,moderate,nan,1186,50,radio/TV,good
67,female,2,rent,rich,little,10621,67,furniture,bad
25,female,3,own,little,little,13043,70,radio/TV,bad
58,female,2,own,little,rich,6347,48,car,good
23,female,1,free,little,moderate,11122,20,domestic appliances,good
22,male,3,rent,moderate,moderate,14821,54,car,bad
61,male,1,own,moderate,little,272,46,domestic appliances,good
74,male,0,own,moderate,little,13151,69,car,bad
46,female,1,own,quite rich,moderate,3453,16,furniture,good
45,female,2,own,little,little,17085,30,business,bad
28,male,2,own,little,little,523,50,radio/TV,good
74,male,3,own,little,rich,17658,43,car,bad
18,female,1,rent,little,rich,11150,35,education,bad
60,male,0,own,little,nan,8738,48,car,bad
36,male,0,own,moderate,moderate,8106,40,car,good
26,female,2,rent,little,little,13654,18,car,bad
44,female,2,free,quite rich,little,9378,12,radio/TV,good
51,male,1,free,moderate,rich,820,58,radio/TV,good
61,female,1,rent,little,little,15485,12,radio/TV,bad
21,male,3,own,moderate,moderate,6956,67,car,good
53,female,3,own,moderate,little,1016,44,business,good
35,female,1,rent,rich,moderate,1876,18,car,good
32,male,2,rent,rich,rich,903,39,repairs,good
68,female,2,rent,moderate,moderate,15006,39,car,bad
30,male,0,own,moderate,nan,12567,68,domestic appliances,bad
36,female,1,own,little,little,6084,31,car,good
66,male,0,rent,moderate,moderate,5874,36,education,good
23,female,1,own,nan,little,6292,68,furniture,good
65,female,2,rent,moderate,little,3127,57,education,good
73,male,1,free,little,nan,4856,9,radio/TV,good
29,female,1,rent,moderate,little,15612,51,radio/TV,bad
68,male,1,own,nan,rich,16160,31,education,good
54,female,0,own,little,nan,5644,19,car,good
34,female,2,own,moderate,little,11874,29,car,good
40,male,1,rent,little,little,14683,53,business,bad
43,female,1,own,little,little,9632,57,business,bad
46,female,3,own,little,little,12803,16,vacation/others,bad
50,male,1,own,little,little,7405,68,car,good
44,female,2,own,little,little,17017,38,car,bad
42,male,1,free,moderate,moderate,2448,32,furniture,good
73,male,2,rent,moderate,moderate,5617,34,education,good
72,male,2,own,little,rich,17204,15,furniture,bad
27,female,1,free,nan,little,19276,35,furniture,good
64,female,2,rent,little,little,3981,13,car,good
40,male,0,rent,moderate,little,19622,8,repairs,bad
38,female,3,rent,little,little,6724,30,radio/TV,good
38,male,1,rent,little,nan,17395,42,car,bad
60,female,2,own,moderate,nan,1177,24,radio/TV,good
30,male,1,own,moderate,little,18778,19,car,good
54,male,2,rent,quite rich,little,2048,32,car,good
50,female,3,own,quite rich,little,11712,17,education,good
41,male,2,own,moderate,little,11613,44,business,good
61,male,0,own,little,rich,7847,44,furniture,bad
28,female,1,own,moderate,rich,14142,47,car,good
34,male,1,own,moderate,nan,13263,19,car,good
21,male,1,rent,little,rich,12701,27,radio/TV,bad
64,female,1,own,little,little,17084,24,radio/TV,bad
42,male,1,own,little,little,6641,62,domestic appliances,bad
47,male,1,free,little,little,6835,42,car,good
26,male,0,rent,moderate,moderate,4135,10,radio/TV,good
38,male,1,own,quite rich,moderate,12223,31,car,good
37,male,1,own,moderate,little,19181,54,radio/TV,bad
36,male,1,rent,nan,little,19666,38,furniture,bad
36,male,2,rent,little,little,10768,61,car,bad
29,male,0,own,little,little,17843,13,domestic appliances,bad
54,female,1,free,moderate,rich,13025,41,car,good
59,male,1,rent,rich,moderate,12761,35,car,good
34,male,1,rent,moderate,moderate,17618,65,education,good
54,female,2,own,moderate,little,12638,53,car,good
71,male,1,own,rich,rich,11255,44,car,bad
65,male,1,own,moderate,moderate,14449,50,vacation/others,good
56,male,2,own,quite rich,moderate,11164,5,car,good
45,male,3,own,rich,little,10921,45,car,good
58,male,0,own,little,rich,4894,7,car,bad
52,male,1,rent,rich,rich,9977,4,car,good
64,female,1,own,little,rich,10879,25,vacation/others,good
65,female,1,own,nan,moderate,6604,14,car,good
35,female,1,free,little,little,10361,14,business,bad
31,female,2,own,moderate,little,5455,17,business,good
52,female,0,own,nan,little,5874,62,radio/TV,good
61,male,3,rent,little,little,13300,21,repairs,bad
58,male,1,free,quite rich,little,9427,64,car,good
24,male,1,rent,little,little,11808,27,radio/TV,bad
58,male,2,own,little,rich,11401,30,car,good
30,male,0,free,nan,moderate,19306,38,business,bad
35,female,1,own,little,rich,8021,71,car,good
54,female,1,rent,quite rich,little,11890,25,domestic appliances,good
30,male,1,own,little,little,15739,14,furniture,bad
53,male,1,rent,rich,little,12411,61,car,bad
48,male,0,own,quite rich,rich,15185,7,car,good
19,female,0,rent,moderate,little,6127,69,education,bad
33,female,0,rent,nan,little,11056,68,repairs,bad
26,male,3,own,little,little,19540,21,vacation/others,bad
26,female,0,own,quite rich,moderate,18685,62,domestic appliances,bad
55,male,0,rent,moderate,little,16005,26,furniture,bad
28,female,3,own,little,little,4309,7,repairs,good
71,female,2,own,moderate,moderate,9269,56,radio/TV,good
73,male,1,rent,moderate,moderate,7405,43,car,good
39,female,0,free,quite rich,little,4391,43,car,bad
50,female,2,own,little,moderate,4394,54,furniture,good
53,male,0,own,little,little,18801,12,furniture,bad
62,female,2,own,little,nan,12171,26,furniture,bad
40,male,3,own,little,moderate,16453,16,education,good
62,female,1,own,little,moderate,12274,4,car,good
62,male,1,rent,moderate,little,3395,13,radio/TV,good
51,male,2,rent,moderate,moderate,14858,30,furniture,good
26,female,1,own,rich,rich,9465,22,domestic appliances,good
41,female,1,rent,quite rich,moderate,15603,25,car,good
25,male,1,own,little,rich,14425,14,vacation/others,good
24,female,2,own,little,little,9261,19,car,bad
53,female,1,own,quite rich,little,1612,32,furniture,good
35,female,3,own,rich,moderate,708,33,domestic appliances,good
20,male,2,own,quite rich,little,14960,14,furniture,good
45,male,1,rent,moderate,little,3992,60,domestic appliances,good
23,male,2,rent,little,little,3377,68,vacation/others,bad
61,female,1,rent,moderate,little,18676,9,car,bad
61,female,2,own,quite rich,rich,16873,38,radio/TV,bad
38,male,0,own,little,moderate,15884,62,car,bad
45,male,1,rent,moderate,moderate,5183,17,business,good
57,female,2,own,little,moderate,11413,46,car,bad
71,female,1,rent,moderate,moderate,5013,49,business,good
71,female,2,rent,moderate,moderate,3913,25,education,good
18,female,2,rent,moderate,little,9579,63,radio/TV,good
53,male,1,own,moderate,rich,7962,5,furniture,good
38,female,1,free,moderate,moderate,1250,18,radio/TV,good
60,female,3,rent,nan,moderate,14502,53,car,good
52,male,1,own,moderate,little,18089,59,car,bad
30,male,2,rent,quite rich,little,9836,66,repairs,good
74,female,2,own,little,nan,5944,38,furniture,good
66,male,3,own,moderate,nan,12282,29,furniture,good
71,female,2,rent,little,rich,9911,30,car,good
71,female,1,own,little,nan,4950,22,domestic appliances,good
27,male,3,own,little,little,14460,40,business,bad
70,male,2,own,moderate,little,15302,39,car,bad
61,female,2,own,moderate,rich,12621,43,car,good
64,male,0,own,rich,little,8036,66,car,bad
70,female,1,free,quite rich,little,5616,42,education,good
27,female,2,own,little,rich,2157,15,car,good
63,female,1,rent,quite rich,moderate,3838,47,vacation/others,good
30,male,1,rent,moderate,little,8233,51,radio/TV,good
54,female,0,own,quite rich,moderate,10707,36,domestic appliances,good
55,female,1,own,moderate,rich,15575,35,education,good
41,female,1,own,little,rich,17891,25,car,good
19,male,1,free,moderate,moderate,14630,9,furniture,good
39,female,1,own,moderate,nan,2457,33,furniture,good
34,female,2,rent,nan,moderate,13719,20,vacation/others,good
53,female,1,free,little,little,9221,5,furniture,good
31,male,1,rent,moderate,little,7517,58,education,good
27,female,0,rent,moderate,little,805,15,radio/TV,good
52,female,1,free,little,little,8410,15,education,good
42,male,2,own,quite rich,little,7075,54,car,good
20,male,2,rent,rich,little,3342,51,repairs,good
64,female,1,own,quite rich,little,1523,42,vacation/others,good
55,female,1,own,little,little,1462,4,radio/TV,good
34,female,2,own,little,little,9235,19,car,good
29,male,0,own,little,little,2969,49,domestic appliances,bad
71,male,1,own,little,little,1312,66,radio/TV,bad
69,female,1,own,moderate,little,16392,62,radio/TV,bad
41,male,0,own,moderate,little,950,50,domestic appliances,good
46,female,0,own,quite rich,moderate,6739,19,education,good
60,female,1,rent,moderate,little,8744,49,repairs,good
42,male,0,own,moderate,moderate,5499,42,vacation/others,good
53,female,0,own,moderate,rich,7227,53,furniture,good
43,male,1,rent,little,little,3241,52,car,bad
55,male,0,own,moderate,little,9644,29,furniture,good
18,female,1,free,little,little,6121,36,vacation/others,bad
37,male,0,rent,rich,rich,2941,23,car,good
72,female,1,own,rich,nan,14746,44,radio/TV,good
45,male,2,free,quite rich,little,4752,14,car,good
33,female,2,rent,moderate,little,1454,58,business,good
64,female,1,own,moderate,little,17926,50,education,bad
34,female,0,rent,moderate,little,18227,53,radio/TV,bad
57,male,2,rent,little,moderate,12002,26,radio/TV,good
45,female,0,rent,little,nan,13031,64,car,bad
29,male,0,rent,nan,rich,18872,10,domestic appliances,good
44,male,2,own,little,moderate,803,18,furniture,good
71,male,3,free,moderate,little,14162,12,car,bad
70,male,1,rent,rich,little,16230,40,car,bad
59,male,0,rent,moderate,moderate,11234,62,car,bad
64,female,2,own,moderate,moderate,4183,31,education,good
47,male,0,own,rich,little,19807,9,education,bad
58,female,2,rent,moderate,little,14606,13,car,good
51,female,1,rent,quite rich,moderate,7369,18,radio/TV,good
54,male,1,free,little,moderate,2664,7,radio/TV,good
23,female,1,free,quite rich,little,15295,61,repairs,bad
24,female,3,own,little,moderate,11043,18,education,good
49,male,2,rent,little,little,6081,40,radio/TV,good
49,female,1,own,moderate,little,5754,5,car,good
70,male,2,own,moderate,nan,1939,50,radio/TV,good
42,male,1,own,rich,moderate,4202,31,car,good
50,male,2,rent,little,little,6432,71,education,good
72,female,2,free,quite rich,moderate,14632,22,radio/TV,good
24,female,0,own,little,little,9777,11,car,bad
69,female,1,own,nan,little,17767,34,car,good
74,female,3,free,moderate,little,12522,17,vacation/others,good
29,male,3,own,little,rich,14289,32,car,good
33,male,0,own,quite rich,little,10599,12,radio/TV,bad
33,female,1,own,nan,moderate,14758,63,domestic appliances,good
60,male,3,rent,nan,little,17978,48,radio/TV,good
70,female,1,free,little,little,11005,57,radio/TV,bad
53,male,1,own,moderate,nan,2230,48,education,good
30,male,0,own,moderate,little,8502,6,furniture,good
24,male,2,own,quite rich,little,15756,39,furniture,bad
53,male,1,own,moderate,little,3663,14,car,good
64,male,0,own,moderate,little,2141,9,car,good
68,female,1,free,rich,moderate,7992,44,car,good
26,female,3,rent,rich,moderate,19990,44,business,good
49,male,2,free,quite rich,moderate,18572,65,radio/TV,good
28,female,2,free,quite rich,moderate,5392,12,car,good
25,male,1,own,moderate,little,1018,13,furniture,good
50,male,3,own,little,little,17718,44,car,bad
40,male,2,rent,quite rich,rich,8648,30,business,good
42,male,2,own,moderate,moderate,5138,56,radio/TV,good
